 YEARMODA,   TEMP,PRCP  
20010907,75.7, 0.00I
20010908,79.3, 1.73E
20010909,77, 0.00I
20010910,78.5, 0.00I
20010911,80.7, 0.00I
20010912,77.2, 0.20G
20010913,76.9, 0.04G
20010914,76.2, 0.00G
20010915,75, 0.20G
20010916,78.3, 0.20G
20010917,77.9, 0.20G
20010918,80.3, 0.00G
20010919,75.9, 0.01A
20010921,78.1, 0.83G
20010922,77.4, 0.02G
20010923,76.2, 0.00G
20010924,78.7, 0.00I
20010925,77.4, 0.20G
20010926,78, 0.00G
20010927,76.1,99.99 
20010929,78.8, 0.00I
20010930,78.9, 0.00I
20011003,78.9, 0.59G
20011004,77.1, 0.00G
20011005,78.1, 0.08G
20011007,74.9, 0.31G
20011008,79.2, 0.00G
20011009,79.5, 0.00I
20011011,79.9, 0.00I
20011014,80.4, 0.00I
20011015,78.9, 0.00I
20011016,78.3, 0.02G
20011017,77.4, 0.08G
20011018,81.9, 0.02G
20011019,80.1, 0.00G
20011020,81.1, 0.00I
20011021,80.6, 0.02G
20011022,79.1, 0.00G
20011023,82.5, 0.00I
20011024,81.4, 0.00I
20011025,81.7, 0.00I
20011026,81.8, 0.00I
20011027,81.6, 0.00I
20011028,82.4, 0.00I
20011030,80.6, 0.00I
20011031,81.7, 0.00I
20011101,81.6, 0.00I
20011102,83.3, 0.00I
20011103,82.3, 0.00I
20011105,82.6, 0.00I
20011106,83.8, 0.00I
20011107,84, 0.00I
20011109,81.7, 0.08E
20011110,79.6, 0.16G
20011112,81.1, 0.00I
20011113,82.8, 0.00I
20011114,83.4, 0.00I
20011115,81.4, 0.00I
20011116,83.1, 0.00I
20011118,84.1, 0.00I
20011119,82.4, 0.00I
20011120,82.9, 0.00I
20011121,83.4, 0.00I
20011122,81.3, 0.00I
20011123,83.1, 0.00I
20011124,82.3, 0.00I
20011126,83, 0.00I
20011127,85, 0.00I
20011128,84.2, 0.00I
20011129,81.9, 0.00I
20011130,82.1, 0.00I
20011202,81.1, 0.00I
20011203,81.6, 0.00I
20011204,82.1, 0.00I
20011205,83.6, 0.00I
20011206,82.8, 0.00I
20011209,80.8, 0.00I
20011210,83.1, 0.00I
20011211,85, 0.00I
20011212,84.6, 0.00I
20011213,85.1, 0.00I
20011214,82.3, 0.00I
20011215,83.4, 0.00I
20011216,83.9, 0.00I
20011217,83.3, 0.00I
20011218,83.7, 0.00I
20011219,79.8, 0.00I
20011220,83.8, 0.00I
20011221,82, 0.00I
20011223,85, 0.00I
20011224,82.4, 0.00I
20011225,83.6, 0.00I
20011226,84.3, 0.00I
20011227,85.7, 0.00I
20011228,84.5, 0.00I
20011229,84.4, 0.00I
20011230,84.7, 0.00I
20011231,85.7, 0.00I
20020102,84, 0.00I
20020103,83.2, 0.00I
20020105,82.1, 0.00I
20020106,83.4, 0.00I
20020107,78.8, 0.79G
20020108,81.7, 0.00G
20020109,79.6, 0.00I
20020110,79.3, 0.00I
20020111,79.2, 0.00I
20020112,73, 0.00I
20020113,75.9, 0.00I
20020114,77.7, 0.00I
20020115,77.3, 0.00I
20020116,80.5, 0.00I
20020118,81.1, 0.00I
20020119,82.3, 0.00I
20020120,84, 0.00I
20020121,83.8, 0.00I
20020122,83.1, 0.00I
20020124,83.8, 0.00I
20020128,82.9, 0.00I
20020129,82.6, 0.00I
20020130,83.5, 0.00I
20020131,83.2, 0.00I
20020201,78.7, 0.00I
20020202,83.5, 0.00I
20020203,84.3, 0.00I
20020204,84.1, 0.00I
20020205,85.9, 0.00I
20020206,86.1, 0.00I
20020207,85.6, 0.00I
20020208,85.4, 0.00I
20020210,86.4, 0.00I
20020211,85.8, 0.00I
20020213,84.6, 0.00I
20020214,85.3, 0.00I
20020215,85.9, 0.00I
20020216,87.1, 0.00I
20020217,87.4, 0.00I
20020218,87.6, 0.00I
20020219,87.7, 0.00I
20020220,85.7, 0.00I
20020221,86.8, 0.00I
20020222,88, 0.00I
20020223,87.1, 0.00I
20020224,88.3, 0.00I
20020225,89.3, 0.00I
20020226,88.4, 0.00I
20020227,85.3, 0.00I
20020301,82.8, 0.08E
20020302,83.1, 0.28E
20020303,86, 0.04A
20020304,87.3, 0.00I
20020307,85.2, 0.00I
20020308,82.4, 1.18E
20020309,83.4, 0.04A
20020311,85.2, 0.00I
20020312,83.1, 0.00I
20020313,84.8, 0.00I
20020314,86.4, 0.00I
20020315,85, 0.00I
20020324,84.4, 0.00I
20020325,85.6, 0.00I
20020326,85.7, 0.00I
20020327,85.9, 0.00I
20020328,84.1, 0.00I
20020329,83.2, 0.00G
20020330,86.6, 0.00G
20020331,85.8, 0.00I
20020401,87.2, 0.00I
20020402,86.2, 0.00I
20020403,86.6, 0.00I
20020404,82.5, 0.04G
20020405,84.2, 0.00G
20020410,83.8, 0.00I
20020416,80.4, 0.00I
20020418,82.8, 0.00I
20020419,79.7, 2.13G
20020423,83.7, 0.00I
20020502,81.5, 0.00I
20020503,81.1, 0.00I
20020504,82, 0.00I
20020505,84, 0.00I
20020506,77.5, 0.00I
20020507,84.6, 0.00I
20020508,84.6, 0.00I
20020509,81.1, 0.67G
20020510,83.4, 0.00G
20020511,81.7, 0.00I
20020515,84, 0.00I
20020516,84, 0.08E
20020517,79.8, 0.43E
20020518,81.1, 0.00I
20020519,78.5, 0.12G
20020520,82.6, 0.00G
20020521,79.8, 0.71G
20020522,77.3, 0.00G
20020525,84, 0.00I
20020526,83.8, 0.00I
20020527,82.9, 0.08G
20020528,81.3, 0.00G
20020529,78.6, 0.28G
20020530,75, 0.00G
20020531,82.1, 0.00I
20020601,83.5, 0.00I
20020602,81.5, 0.00I
20020603,79.7, 0.47G
20020604,80.7, 0.00G
20020605,82.4, 0.08G
20020606,76.5, 0.00G
20020610,76, 0.75G
20020613,80, 0.00I
20020616,82, 0.00I
20020617,81.1, 0.00I
20020622,80.8, 0.00I
20020624,78.9, 0.87E
20020625,80.2, 0.00I
20020626,80.1, 0.03E
20020628,80.1, 0.00I
20020629,80.4, 0.00I
20020630,79, 0.03G
20020701,78.3, 0.00G
20020702,77.9, 0.02G
20020703,78, 0.00G
20020704,78.9, 1.73G
20020705,76.1, 0.03G
20020706,76, 0.71G
20020708,80.1, 0.00I
20020709,79.4, 0.00I
20020710,79.4, 0.00I
20020711,78.6, 0.04E
20020712,77.3, 1.65G
20020720,78.6, 0.03G
20020721,78.6, 0.16G
20020725,78.2, 0.00I
20020726,77.1, 0.00E
20020727,77.7, 0.00I
20020728,76.9, 0.00I
20020729,77.5, 0.00I
20020731,75.3, 0.20G
20020801,76, 0.59G
20020802,77.5, 0.00G
20020803,78.4, 0.00I
20020804,76.1, 0.00G
20020805,74.9, 0.47G
20020806,77, 0.00G
20020807,77.3, 0.00I
20020808,78.4, 0.00I
20020809,77, 0.00I
20020810,76.8, 0.00G
20020811,78.6, 0.00G
20020812,78.4, 0.24E
20020813,78, 0.00E
20020814,74.2, 0.91G
20020815,76.7, 1.65G
20020816,76.4, 0.00G
20020817,76.3, 0.16G
20020818,76.9, 0.16G
20020822,76.9, 1.18G
20020824,76.4, 0.28G
20020825,76, 0.00G
20020826,76.6,99.99 
20020827,77.1, 0.39G
20020828,79.1, 0.00G
20020829,75.6, 0.04G
20020830,76.7, 0.00G
20020831,79.4, 0.08G
20020901,78.9, 0.04G
20020902,77.1, 0.12G
20020903,77.6, 0.00G
20020906,74.4, 0.47G
20020907,76.2, 0.00G
20020908,75.4, 0.00D
20021011,78.9, 0.12G
20021019,78.4, 0.63G
20021022,79.3, 0.00D
20021027,79.8, 0.00E
20021031,81.6, 0.00D
20021102,81.9, 0.00D
20021103,81.6, 0.00D
20021105,79, 0.00D
20021106,77.2, 0.04G
20021107,81.1, 0.00G
20021108,82.9, 0.00D
20021109,82.3, 0.00D
20021110,82.1, 0.00D
20021111,81.6, 0.00D
20021112,81.2, 0.00D
20021113,80.1, 0.00D
20021114,82.6, 0.00D
20021115,83.2, 0.00D
20021116,83.6, 0.00D
20021117,82.1, 0.00D
20021118,82.5, 0.00D
20021119,81.8, 0.00D
20021120,82.4, 0.00D
20021121,81.9, 0.00D
20021122,83.1, 0.00D
20021126,83.7, 0.00D
20021128,82.2, 0.00D
20021129,82, 0.00D
20021130,83.7, 0.00D
20021201,82.9, 0.00D
20021202,82.2, 0.00D
20021206,83.3, 0.00D
20021207,82.4, 0.00D
20021208,89.3, 0.00D
20021209,83.1, 0.00D
20021210,83.4, 0.00D
20021211,83.7, 0.00D
20021215,83.5, 0.00D
20021217,82.6, 0.00D
20021218,81, 0.00D
20030103,82.4, 0.00D
20030104,81.9, 0.00D
20030105,80.5, 0.00D
20030107,84.5, 0.00D
20030109,85.5, 0.00D
20030112,81, 0.08G
20030114,84.9, 0.00D
20030115,85.7, 0.00D
20030116,83.3, 0.00D
20030117,84.1, 0.00D
20030118,83.8, 0.00D
20030119,84.7, 0.00D
20030121,83.2, 0.24G
20030122,79.7, 0.71G
20030124,83.8, 0.00D
20030127,83.1, 0.00D
20030129,82.1, 0.00D
20030130,82.5, 0.00D
20030131,82.3, 0.00D
20030201,84.8, 0.00D
20030202,85.5, 0.00D
20030203,88, 0.00D
20030204,86.2, 0.00D
20030206,87, 0.00D
20030207,91.4, 0.00D
20030208,84.2, 0.00D
20030209,86.9, 0.00D
20030210,82.5, 0.16G
20030211,86, 0.00G
20030212,86, 0.00D
20030213,85.6, 0.00D
20030214,86, 0.00D
20030215,85.5, 0.00D
20030216,85.5, 0.00D
20030221,84.5, 0.00D
20030225,84.7, 0.00D
20030227,86.5, 0.00D
20030228,86.6, 0.00D
20030301,86.6, 0.00D
20030302,87, 0.00D
20030303,88.5, 0.00D
20030304,87.9, 0.00D
20030305,87.6, 0.00D
20030308,86.8, 0.00D
20030309,85.4, 0.00D
20030310,85.6, 0.00D
20030312,87.4, 0.00D
20030313,89.2, 0.00D
20030314,89.2, 0.00D
20030315,89.1, 0.00D
20030316,87.4, 0.00D
20030317,88.6, 0.00D
20030321,83.6, 0.00D
20030322,85.6, 0.00D
20030323,85.7, 0.00D
20030324,83.9, 0.02C
20030325,86.4, 0.20G
20030329,86.8, 0.00D
20030330,88.3, 0.00D
20030331,88.3, 0.00D
20030401,88.7, 0.00D
20030402,84.3, 0.00D
20030403,83.4, 0.00D
20030404,82.8, 0.00D
20030405,83, 0.08E
20030406,78.6, 1.06G
20030409,86.4, 0.00D
20030413,80.6, 1.02G
20030414,82.3, 0.00G
20030416,82.4, 0.00D
20030417,82.4, 0.00D
20030418,80.9, 0.31E
20030419,78.1, 0.03C
20030420,80, 0.00D
20030421,82.2, 0.00C
20030423,83.4, 0.00D
20030426,84.6, 0.00D
20030427,78.8, 0.55G
20030429,84.6, 0.00D
20030430,82.7, 0.00D
20030501,82.3, 0.00D
20030502,86, 0.00D
20030503,84.6, 0.00D
20030504,83.5, 0.00D
20030505,82.3, 0.00D
20030506,83.4, 0.00D
20030509,82.3, 0.01G
20030510,84.3, 0.00G
20030511,84.3, 0.00D
20030512,78.4, 1.42G
20030513,81.4, 0.00G
20030514,82.9, 0.00D
20030515,82.6, 0.00D
20030518,81.5, 0.47G
20030519,82.4, 0.00G
20030520,82.7, 0.00D
20030521,83.1, 0.00D
20030522,83.8, 0.00D
20030523,83.7, 0.00D
20030524,82.4, 0.00D
20030525,83.8, 0.00D
20030526,78.3, 0.04G
20030527,81.8, 0.91G
20030528,82.1, 0.00G
20030529,78.4, 1.61G
20030530,81.9, 0.02G
20030531,81.1, 0.00G
20030601,79.7, 0.01G
20030602,78.6, 0.91G
20030604,79.1, 1.57G
20030605,81.3, 0.08G
20030606,77.2, 0.28G
20030607,77.9, 0.03G
20030608,80.5, 0.04G
20030609,82.4, 0.00G
20030612,78.5, 0.24E
20030613,75.8, 0.55G
20030614,78.4, 0.00G
20030615,78.9, 0.24G
20030618,77.9, 0.87G
20030619,79.1, 0.00G
20030620,77, 0.16G
20030621,80.6, 0.87G
20030622,78, 0.12G
20030624,77.4, 0.02G
20030626,75.6, 0.98G
20030627,78.3, 0.00G
20030628,78.4, 0.00D
20030629,77.6, 2.68G
20030705,78.1, 0.12G
20030707,76.5, 0.02E
20030711,76.7, 0.00C
20030717,78.4, 0.20G
20030719,75.3, 0.20G
20030720,76.6, 0.00G
20030721,74.9, 2.09G
20030722,76.3, 0.00G
20030723,76.1, 0.03G
20030724,79, 0.00G
20030725,76.8, 0.00D
20030727,77.4, 0.00D
20030729,77.4, 0.00D
20030730,78.6, 0.00D
20030801,76.6, 0.08G
20030802,77, 0.00G
20030803,76.3, 0.00E
20030804,77.4, 0.00G
20030805,77.5, 0.00D
20030807,76.4, 0.28G
20030808,79.9, 0.00G
20030809,78.3, 0.00D
20030810,77.2, 0.16G
20030811,78.8, 0.00G
20030812,76.3, 0.35G
20030813,76.7, 0.83G
20030814,78, 0.00G
20030815,78.4, 0.00D
20030816,77.9, 0.00D
20030817,73.2, 0.43G
20030818,76.9, 0.20G
20030819,75.9, 0.16G
20030820,76.7, 0.08G
20030821,76.6, 0.00G
20030823,76.8, 0.01E
20030824,75.3, 0.00C
20030828,77.4, 0.00D
20030829,78, 0.00D
20030831,77.8, 0.04G
20030902,75, 1.30E
20030903,77.6, 0.98C
20030904,73.3, 0.75G
20030905,76.7, 1.46G
20030906,78.2, 0.08G
20030907,77, 0.31G
20030908,77.5, 0.00G
20030910,78.9, 0.08G
20030911,78.8, 0.02G
20030917,78.7, 0.87G
20030918,75.8, 0.00G
20030920,79.1, 0.94G
20030921,79.5, 0.02G
20030922,80.4, 0.00G
20030925,75.9, 0.47E
20031011,81.7, 0.00D
20031012,81.6, 0.00D
20031013,79.3, 0.20G
20031014,77.9, 0.12G
20031015,80, 0.43G
20031016,77.6, 0.75G
20031017,78.4, 0.00G
20031018,82.1, 0.02G
20031019,78.7, 0.16G
20031020,81.6, 0.00G
20031021,82.3, 0.00D
20031024,82.4, 0.00D
20031025,81.5, 0.00D
20031026,80.3, 0.00D
20031027,80.2, 0.08C
20031028,82.9, 0.00D
20031029,82.4, 0.00D
20031030,82.4, 0.00D
20031031,82.4, 0.00D
20031101,78.9, 0.00G
20031102,80.9, 0.28G
20031108,80.7, 0.00D
20031109,79.8, 0.12G
20031110,80.5, 0.00G
20031111,81.5, 0.00D
20031112,81.4, 0.00D
20031113,83, 0.00D
20031114,82.6, 0.00D
20031115,82.8, 0.00D
20031116,81.8, 0.00D
20031117,83.3, 0.00D
20031119,84.6, 0.00D
20031120,84.4, 0.00D
20031121,83.6, 0.00D
20031122,81.4, 0.00D
20031123,81.2, 0.00D
20031124,82.8, 0.00D
20031125,83.2, 0.00D
20031126,83.4, 0.00D
20031224,80.9, 0.00D
20031225,83, 0.00D
20031226,80.8, 0.00D
20031227,80.5, 0.00D
20031228,78.3, 0.00D
20031229,81, 0.00D
20031230,80.8, 0.00D
20031231,81.1, 0.00D
20040101,82.8, 0.00D
20040102,82.7, 0.00D
20040103,83.4, 0.00D
20040104,85.2, 0.00D
20040105,85.9, 0.00D
20040106,85.7, 0.00D
20040108,84.9, 0.00D
20040109,82.7, 0.00D
20040110,81.2, 0.00D
20040111,81.6, 0.00D
20040112,81.5, 0.00D
20040113,80.6, 0.00D
20040114,80.2, 0.00D
20040115,81.6, 0.00D
20040116,83.4, 0.00D
20040117,81.3, 0.00D
20040118,83.5, 0.00D
20040119,84.4, 0.00D
20040120,84.4, 0.00D
20040121,76.1, 0.63G
20040123,83.4, 0.00D
20040124,82.5, 0.00D
20040125,82.7, 0.00D
20040127,83.3, 0.00D
20040128,83.6, 0.00D
20040129,82.2, 0.00D
20040131,83.1, 0.00D
20040201,83.9, 0.00D
20040202,84.1, 0.00D
20040203,83.3, 0.00D
20040204,81.3, 0.00D
20040205,81.6, 0.00D
20040206,83.4, 0.00D
20040207,82.8, 0.00D
20040208,83.3, 0.00D
20040209,85, 0.00D
20040210,86.2, 0.00D
20040211,87.4, 0.00D
20040212,86.9, 0.00D
20040213,86.4, 0.00D
20040214,87.8, 0.00D
20040215,84.6, 0.00D
20040216,85.8, 0.00D
20040217,86.2, 0.00D
20040218,87.1, 0.00D
20040220,85.2, 0.00D
20040221,87.1, 0.00D
20040222,86.5, 0.00D
20040227,86, 0.00D
20040228,81.6, 1.14G
20040229,85.1, 0.00G
20040301,84.2, 0.01G
20040302,81.3, 0.00G
20040303,81.9, 0.43G
20040306,82.2, 0.00D
20040307,82, 0.00D
20040309,86.7, 0.00D
20040310,85.6, 0.00D
20040311,86.3, 0.00D
20040312,86.6, 0.00D
20040314,87.4, 0.00D
20040315,85.9, 0.00D
20040316,82.3, 0.04E
20040317,83.8, 0.00B
20040318,85.2, 0.00D
20040319,84.8, 0.00D
20040320,82.8, 0.20E
20040322,86.2, 0.00D
20040323,85.8, 0.00D
20040324,86.9, 0.00D
20040325,87.2, 0.00D
20040326,89.1, 0.00D
20040327,85.5, 0.24E
20040328,89.6, 0.00C
20040329,86.9, 0.00D
20040330,85.4, 0.01G
20040331,87.2, 0.00G
20040401,82.8, 2.05E
20040402,81.3, 0.04C
20040403,83.5, 0.00D
20040404,85.1, 0.00D
20040405,82.8, 0.00C
20040406,84.5, 0.00D
20040407,82.2, 0.12G
20040408,80.8, 0.00G
20040409,83.1, 0.00D
20040410,85.2, 0.00D
20040411,85.2, 0.00D
20040412,83.4, 0.63E
20040413,83.3, 0.01C
20040414,83.2, 0.00D
20040416,82.7, 0.00D
20040417,84.2, 0.31G
20040418,82.4, 0.08G
20040420,81.2, 0.00D
20040421,82.3, 0.00D
20040422,80.9, 0.00C
20040423,81.1, 0.00G
20040425,83.8, 0.00D
20040427,80.9, 1.85G
20040428,84.6, 0.00G
20040429,79.2, 1.02G
20040501,83.9, 0.00D
20040503,83.9, 0.00D
20040505,84.2, 0.00D
20040506,79.8, 0.16G
20040507,80.6, 1.93G
20040508,83.9, 0.00G
20040509,83.1, 0.00D
20040510,77.6, 0.16G
20040511,77.4, 0.24G
20040512,74.3, 0.00G
20040513,80.2, 0.31G
20040514,79, 0.00G
20040515,77.8, 0.28G
20040517,83.4, 0.00D
20040518,83.1, 0.00D
20040519,82.5, 0.00E
20040520,79.2, 0.00G
20040522,79.7, 0.08G
20040523,79.3, 0.59G
20040526,74.5, 1.30G
20040527,78.5, 0.08G
20040528,78.9, 0.00G
20040529,80.7, 0.00G
20040530,82.3, 0.00D
20040601,78.8, 0.31G
20040603,81.2, 0.03E
20040604,74.2, 0.87G
20040605,80.2, 0.02G
20040606,80.8, 0.00G
20040608,79.6, 0.35G
20040609,79.4, 1.10G
20040610,82.7, 0.12G
20040612,79.2, 0.00D
20040614,76.1, 1.34G
20040615,79.5, 0.00G
20040616,80.2, 0.00D
20040617,78.4, 0.00G
20040618,78.7, 0.24G
20040619,80.2, 0.00G
20040620,79.6, 0.00D
20040621,80.3, 0.00D
20040622,80.2, 0.00D
20040623,80.8, 0.00D
20040627,78.1, 0.00D
20040629,79, 0.03G
20040701,79.1, 0.00D
20040704,78.9, 0.00D
20040705,80.2, 0.00D
20040707,78.5, 0.08G
20040709,77.8, 0.02G
20040710,76.7, 0.08G
20040712,80.2, 0.00G
20040713,80.1, 1.30G
20040714,74.8, 1.30G
20040715,77.9, 0.00G
20040716,79.3, 0.00G
20040717,76.1, 0.71G
20040718,77.1, 0.00G
20040719,75.3, 0.00G
20040720,78.4, 0.00D
20040721,76.2, 0.71G
20040722,76.6, 0.16G
20040723,76.9, 0.20G
20040724,76.4, 0.28G
20040725,75.7, 0.00G
20040728,77.1, 0.00D
20040729,76.6, 0.00D
20040730,77.4, 0.12E
20040731,78, 0.00C
20040801,77.7, 0.00D
20040802,77.2, 0.00D
20040803,78.6, 0.00E
20040806,75.2, 0.00B
20040809,76.1, 0.51G
20040810,75.9, 0.02G
20040811,77.1, 0.03G
20040812,76.2, 0.00G
20040813,77.8, 0.00D
20040815,75, 0.00G
20040816,75.7, 0.00D
20040817,75, 0.00D
20040821,76.4, 0.01G
20040823,75.8, 0.39G
20040824,76.1, 0.35G
20040825,77.9, 0.55G
20040826,74.8, 1.85G
20040827,78.6, 0.59G
20040828,78.3, 0.00G
20040829,78.5, 0.31G
20040830,76.9, 0.00G
20040831,76.6, 0.20G
20040901,79.9, 0.00G
20040902,78.4, 1.10G
20040904,76, 0.04G
20040905,79.6, 0.00G
20040907,77.2, 0.00G
20040910,78.4, 0.24G
20040911,76.8, 0.31G
20040912,79.3, 0.02G
20040913,76.1, 0.00G
20040916,76.4, 0.55G
20040919,79.1, 0.02G
20040922,76.8, 0.16G
20040923,79.4, 0.00G
20040924,79.1, 0.00D
20040926,80, 0.00D
20040927,79.5, 0.28G
20040929,77.2, 1.77E
20040930,77.5, 0.02C
20041001,77.2, 0.08E
20041002,79.1, 0.00C
20041003,79.9, 0.31G
20041004,78.5, 2.01G
20041005,79.7, 1.18G
20041006,78.1, 0.00G
20041009,78.8, 0.63G
20041010,78.2, 0.16G
20041011,78.2, 0.00G
20041012,79.9, 0.02G
20041015,77.3, 1.10G
20041016,78.9, 0.08G
20041017,78.3, 0.63G
20041018,79.1, 0.02G
20041019,78.6, 0.00G
20041020,79.4, 0.00D
20041021,80.1, 0.00D
20041022,80.6, 0.00D
20041023,78.3, 0.12G
20041024,80.3, 0.00G
20041025,75.5, 1.81G
20041026,78.4, 0.03G
20041027,79.9, 0.00G
20041028,81.2, 0.00D
20041029,80.1, 0.00D
20041030,78.8, 0.00D
20041031,79.8, 0.02G
20041101,82.5, 0.00G
20041102,81.5, 0.28G
20041105,81.4, 0.00D
20041106,80.7, 0.00D
20041107,81, 0.00D
20041108,79.5, 0.00D
20041109,81.2, 0.00D
20041110,83.3, 0.00D
20041111,82.9, 0.00D
20041112,83, 0.00D
20041113,82.3, 0.00D
20041114,84.4, 0.00D
20041115,83.7, 0.00D
20041118,82.7, 0.00D
20041119,81, 0.00D
20041120,81.6, 0.00D
20041121,84.3, 0.00D
20041122,83.2, 0.00D
20041123,83.1, 0.00D
20041126,82.4, 0.00D
20041129,82.1, 0.00D
20041201,82.5, 0.00D
20041204,82, 0.00D
20041205,82.1, 0.00D
20041206,83.3, 0.00D
20041207,84.4, 0.00D
20041208,83.4, 0.00D
20041210,83.1, 0.00D
20041212,84.1, 0.00D
20041214,84.3, 0.00D
20041215,83.2, 0.00D
20041217,82.8, 0.00C
20041218,82.9, 0.00G
20041219,82.8, 0.00D
20041220,82.6, 0.00D
20041221,84.3, 0.00D
20041222,84.7, 0.00D
20041224,84.8, 0.00D
20041225,83.3, 0.00D
20041226,83.8, 0.00D
20041228,84.3, 0.00D
20041229,85.1, 0.00D
20041230,84.2, 0.00D
20050105,82.3, 0.00D
20050106,81.3, 0.00D
20050107,79.3, 0.00D
20050108,77.6, 0.00D
20050111,76.1, 0.00D
20050112,77.5, 0.00D
20050113,79.3, 0.00D
20050114,81.7, 0.00D
20050115,81.4, 0.00D
20050116,83.1, 0.00D
20050117,81.2, 0.00D
20050118,83.4, 0.00D
20050119,81.5, 0.00D
20050120,81, 0.00D
20050121,82.2, 0.00D
20050122,82.8, 0.00D
20050123,81.8, 0.00D
20050126,84.7, 0.00D
20050130,86.4, 0.00D
20050131,86.2, 0.00D
20050201,88.5, 0.00D
20050202,85, 0.00D
20050203,86.8, 0.00D
20050204,86.8, 0.00D
20050205,88.2, 0.00D
20050206,83.9, 0.00D
20050207,84.5, 0.00D
20050208,85.8, 0.00D
20050209,83.2, 0.00D
20050210,84.5, 0.00D
20050211,87.1, 0.00D
20050212,90.7, 0.00D
20050213,88.7, 0.00D
20050214,87.6, 0.00D
20050216,88.1, 0.00D
20050217,87.7, 0.00C
20050219,87.6, 0.00D
20050220,84.3, 0.71E
20050221,85.5, 0.24C
20050222,83.2, 0.39G
20050223,88.2, 0.00G
20050224,87.6, 0.00D
20050225,88.1, 0.00D
20050226,83.1, 0.08G
20050227,86.3, 0.00G
20050228,87.2, 0.00D
20050301,86.4, 0.00D
20050304,85, 0.00D
20050305,86.9, 0.00D
20050306,87.9, 0.00D
20050307,84.3, 0.35E
20050311,85.8, 0.00D
20050312,82.3, 0.16E
20050315,81.7, 1.57G
20050319,83.6, 0.00D
20050320,85.4, 0.00D
20050322,85.1, 0.00D
20050323,83.7, 0.00D
20050325,85.6, 0.00D
20050327,84, 0.00D
20050328,87.8, 0.00D
20050329,86.8, 0.00D
20050330,87.1, 0.00D
20050331,87.7, 0.00D
20050401,79.4, 0.63G
20050402,84, 0.00G
20050404,85.1, 0.00D
20050405,85.5, 0.00D
20050406,86.4, 0.00D
20050407,88.4, 0.00D
20050408,86, 0.00D
20050410,86.4, 0.00D
20050411,86.7, 0.00D
20050413,87.6, 0.00D
20050414,81.9, 0.91G
20050415,79.1, 0.00G
20050416,84.1, 0.00D
20050418,84.5, 0.00D
20050419,84.4, 0.00D
20050421,82.6, 0.24E
20050424,81.5, 0.12G
20050425,82.5, 0.03G
20050426,83.5, 0.00G
20050429,78.2, 0.02G
20050502,82.5, 0.00D
20050503,81, 0.39E
20050507,80.2, 0.00E
20050508,80.6, 0.00G
20050509,79.4, 0.28E
20050510,81.4, 0.04C
20050511,83.5, 0.00D
20050513,83.1, 0.00D
20050515,83.3, 0.00D
20050516,82.4, 0.00D
20050517,84.2, 0.00C
20050518,83.7, 0.00G
20050521,85.2, 0.00D
20050522,84.7, 0.00D
20050523,82.4, 0.20G
20050524,84, 0.00G
20050525,82.1, 0.12G
20050526,78.3, 0.43G
20050527,79.7, 0.01G
20050529,82.2, 0.00D
20050531,78.2, 0.08G
20050602,81.7, 0.00D
20050604,81.6, 0.00D
20050605,81.4, 0.04G
20050606,82.4, 0.00G
20050607,82.1, 0.00D
20050610,80.8, 0.00D
20050611,78.8, 0.00D
20050612,76.1, 0.16E
20050613,79.8, 0.00C
20050614,81.8, 0.00D
20050615,79.3, 0.08E
20050620,79.8, 0.00D
20050621,80.6, 0.00D
20050622,79.3, 0.00D
20050623,77.1, 0.35E
20050624,75.8, 1.10E
20050625,77.3, 0.00C
20050626,76.9, 0.16G
20050627,79.1, 0.08G
20050630,78.1, 0.00D
20050702,78.4, 0.00D
20050703,78.3, 0.55G
20050704,77.4, 0.00G
20050708,77.5, 0.00D
20050709,76.4, 0.08E
20050710,75.3, 0.24G
20050711,78.7, 0.02G
20050717,76.6, 0.20G
20050718,78.2, 0.00G
20050723,78.6, 0.00I
20050724,77.9, 0.00I
20050727,79.3, 0.00I
20050804,78.1, 0.00E
20050805,77.5, 0.00G
20050807,75.6, 0.04E
20050808,75.5, 0.00I
20050809,76.1, 0.00I
20050812,76.4, 0.03E
20050813,77.7, 1.02G
20050815,75.7, 0.00I
20050823,75.7, 0.08G
20050824,74.9, 0.00G
20050826,77.2, 0.08G
20050827,77.7, 0.00G
20050828,80.2, 0.00I
20050831,77.5, 0.00I
20050901,74.5, 0.08G
20050905,75.4, 0.24G
20050906,78.5, 1.61G
20050908,79.2, 0.51E
20050909,78, 0.00I
20050911,78.6, 0.00I
20050914,78.7, 0.39G
20050915,79.7, 0.00G
20050916,80.5, 0.00I
20050917,77.9, 0.00I
20050918,81.1, 0.00I
20050919,76.6, 0.24E
20050920,77.9, 0.00I
20050921,79.2, 0.00I
20050922,80.2, 0.00I
20050923,80.2, 0.08G
20050924,76.9, 0.04G
20050925,78, 0.55G
20050926,77.9, 0.00G
20050927,75.8, 1.30G
20050929,78.1, 0.00G
20050930,77.4, 0.79G
20051001,79.8, 0.03G
20051002,80.4, 0.02G
20051003,77.1, 0.00G
20051004,78.5, 0.51G
20051006,76.6, 0.35E
20051007,77.9, 0.01A
20051008,80.3, 0.24G
20051009,77.2, 0.71G
20051010,77.5, 0.39G
20051011,74.3, 0.12G
20051012,80, 0.00G
20051013,80.9, 0.00I
20051014,80.7, 0.00I
20051015,83, 0.00I
20051016,80.3, 0.35G
